Content,Rating,Label
儿子很喜欢玩，而且质量也是很好，,5,1
还没用，效果肯定一般没时间弄,5,1
看不清，也不知道能干嘛用,5,1
赠品很有意思，给小朋友玩了。,5,1
过几天就是朋友宝宝的生日了。实在是不知道要买什么送给她之前买过觉得很好，现在回购。,5,1
眼花,3,0
买华为手环赠送的,5,1
遥控飞机收到了质量不错，防摔效果也不错孩子玩的非常开心超值,5,1
收到货后很惊喜，太好玩了， 孩子们很喜欢玩，好评,5,1
二次购买了，质量真的很好，侄儿玩的开心，后来又买了个送朋友儿子玩呢,5,1
送个电池,5,1
飞机很好玩，一家人都喜欢，持续时间长，操作简单,5,1
很满意一次购物，下次还会再来,5,1
质量不错，操控稳，易上手,5,1
收到孩子非常喜欢，质量很好，很好操作，一点也不难，很耐摔,5,1
操作简单，容易上手，非常满意,5,1
挺灵敏，孩子喜欢，回头还没来的！,5,1
材质很好！物流很快，商家服务非常好！多次在他家购买！,5,1
很快就收到啦，飞机质量非常好，很耐摔，摔了好几回都没事，很好操作，孩子不一会就能自己操作了,5,1
之前自己买了，挺好的，又买一个送朋友,5,1
发货很快。商品质量也相当不错。太喜欢了，谢谢！,5,1
耐用,5,1
喜欢，不错,5,1
宝贝收到啦，耐摔质量好，孩子很喜欢。满意,5,1
包装的很好，操作简单的很，无人机灵活，稳定性好，信号传输的快，视频清晰。,5,1
非常酷，质量保证，很高科技，宝宝超级喜欢,5,1
质量非常好，宝贝非常喜欢，和图片描述一样，无异味，价格比实体店优惠很多，非常喜欢,5,1
不错，给朋友家的孩子买的，孩子特别喜欢，质量也很好，卖家态度很好五星好评,5,1
质量非常好，值得推荐宝妈购买,5,1
宝贝很不错,5,1
质量很好，值得购买,5,1
质量很好，操作简单，一学就会，孩子很喜欢，商家也给力,5,1
告知嘻嘻嘻嘻你仔细why孩子一下子一直在想,5,1
只是为了拿京豆，筹够20个字，现在还没够，现在可以了。,5,1
非常好用。非常好用，非常好用,5,1
随便给你打电话的时候就可以了吗？？,5,1
买表是送的,5,1
有点效果，比想象中好，清晰度不太高,5,1
完全没有用 赠品果然是赠品,4,1
很棒的小东西，操作简单，效果不错，尽享全景画面！赞??,5,1
不是很实用，玩一下就没有太多的价值了。,5,1
好有意思的东西，比较好玩,5,1
挺好放视频呗真是。比电视强?????,5,1
东西很不错。,5,1
用着不复杂，就是可能我的手机不够清晰，带上了之后没那么清晰,5,1
赠品，只能看手机，不实用,3,0
东东很好呢，一直买京东的东西，发货快质量好,5,1
随手环的赠品，还行吧,5,1
完全没用的东西就不要送给客户了，还不如售价便宜点,1,0
好玩 每周回来孩子都要带一会。就是内容可增加酒更好了。,5,1
赠送的东东准备送人了，还没有开启包装。,5,1
不能调焦距这点很头疼,3,0
赠送的，还没使用，也不知如何用。,5,1
没用，赠品。。到时候看处理下。。我看不成3D。。头晕。,5,1
可能不习惯吧,3,0
我喜欢在京东买东西不是因为京东的质量好也不是因为京东的物流快，而是因为我喜欢京东的老板娘,5,1
还没使用，用了再评价！,5,1
送的还没有用，等用了再来追加吧,5,1
买表送的，很有意思,5,1
赠品来的，感觉还可以。。。。。。。,5,1
东西送的挺快的，就是这是干嘛用的啊？,5,1
这东西是来搞笑的。,5,1
还没拆，应该还行吧,5,1
不错！唯一不足是:我的手机屏是6.0以上的，所以图像很虚，建议生产出6.0以上屏也能正常观看的！,4,1
还没有用，感觉有点高科技,5,1
赠品，没有试用过。,5,1
挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的,5,1
确实是不错，真的很棒！赞一个！！大赞！我继续！,5,1
赠品，也就是体验下，不怎么用。,5,1
虽然是赠品，但是质量看起来还不错,5,1
试玩，内容质量有待提高,5,1
挺好的，放在办公室里面使用了,5,1
感觉我不太适合用vr眼镜，看久了会头痛，戴着还算舒服,5,1
还不错，效果可以，操作简单！,5,1
效果很好，应该是正品，值得再次购买效果很好，应该是正品，值得再次购买,5,1
效果还不错,5,1
买华为手环送的，感觉一般般吧！,5,1
产品还不错，是这个价位该有的品质,5,1
找机会试一下,5,1
没用过,5,1
新的戴着有点紧,5,1
赠送的东西，还没用，包装很好,5,1
感觉还不错，目前未使用,5,1
谢谢老板的礼物，价格虽然贵点。,5,1
这个很坑的，虽然是赠品，但是这个东西配套的app已经凉了，官网也打不开。,5,1
收到了。不错,5,1
不好用，效果不咋样！,4,1
买来送客户的，客户非常的满意。,5,1
快递物流没的说  快的很  但是这个VR眼镜确实不太满意，既然是赠品也不能要求太高！好评,5,1
买运动手表送的，看着还不错，还没用到过,5,1
那么着吧,5,1
赠品，用一次就收了,5,1
这玩意简直是个完呢，看看就得了。,2,0
除了头晕外，没多少用处,1,0
非常好，非常喜欢！,5,1
试了一下，还行，就是找不到高清片源。,4,1
赠品也算不错了。,5,1
赠品，感觉好高大上，哈哈哈,5,1
可以，华为的真的很不错。,5,1
真的挺好 ，以前没用过，试了一下很有意思的,5,1
下载的软件里面好像长的电影什么的很少，感觉还是蛮新奇的,5,1
赠品，还没有印花税,5,1
还没拆开，不怎么感兴趣，送的，有时间再看看吧！,5,1
没有用，应该可以吧，送的也不能要求太多！,5,1
产品不错，但不会用,5,1
亲东西已经收到了，孩子很喜欢,5,1
看着头晕,1,0
送的，还没用过。,5,1
买手表送的，还没用(~_~;),5,1
非常不错，满意。,5,1
感受了一下，看电影还是不错不错的,5,1
送的，看起来不错，还没用，后期再追加评论,5,1
还没试用过。,5,1
随机赠送赠品，还没有使用。,5,1
非常好值得购买下次再来买！,5,1
东西还是不错的，还会再买的,5,1
赠送的，,5,1
结构简单不用电，就是两组透镜，实惠好用。,5,1
挺不错，只要片源好就看得清楚,5,1
宝贝己收到，还没时间使用。期待&hellip;&hellip;,5,1
第二次买了,5,1
买手表送的vr，试用了还不错，不过镜片上有的瑕疵,5,1
好喜欢，操作简单方便！,5,1
很棒的看片神器，非常美好，带上很舒服,5,1
航拍飞机质量杠杠滴，拍的很清晰，我是货比好几家才决定买了这家的，没有失望哦⊙&forall;⊙！,5,1
玩具质量真心好。性价比高。物流快。宝宝喜欢,5,1
看电影新体验，解放双手,5,1
真心很好。质量超级好 宝宝特别喜欢,5,1
送的不知道干嘛用的,5,1
收到货了，非常满意，质量不错，无异味，孩子很喜欢，，价格也不贵，真心满意。,5,1
出现是否是的v,5,1
货收到了。app扫码链接打不开，公众号也无法安装，成了板砖,1,0
模糊,1,0
是赠品，可能我不太会用，用不明白，眼睛疼,2,0
挺好的，以前没用过，确实out了,5,1
不错，蛮好用的，值得推荐,5,1
包装还可以，东西还没用，用完再评,5,1
物流迅速，京东值得信赖，赞一个。,5,1
还好,5,1
好用还不错,5,1
质量很好，电池很耐用，送给朋友很实用。,5,1
挺好的，挺好的，值得拥有，推荐！,5,1
玩具收到了，质量特别好，孩子们都很喜欢,5,1
没有用，坏的,1,0
遥控飞机真心不错，孩子很喜欢，飞的挺高的，能很好的掌握平衡,5,1
不错，有点感觉,5,1
不错，质量非常好，儿子很喜欢，物美价廉！,5,1
买其他东西送的，还未使用。,5,1
还行吧，反正是送的，就不评价了,5,1
刚刚收到货了，初体验还不错，使用一段时间再说,5,1
电池待机时间长非常耐用,5,1
买华为手表免费赠送的，谢谢京东！待有时间佩戴体验一下，追加评论。,5,1
好玩好玩！不错的一个玩具～,5,1
质量很好调节均匀飞时可高可低孩子喜欢,5,1
赠品，很好,5,1
时间长耐用,5,1
不错，其实质量也一般，主要是是小一点的，还是很满意,5,1
收到货了，宝宝很喜欢，和实体店一样，质量还好，价钱实惠，满意,5,1
感觉没啥用，毕竟免费送的东西,5,1
买来送给朋友家孩子的，孩子很喜欢，很好上手，续航不错,5,1
挺好的ヾ ^_^?同事们很喜欢，很赞，虽然我没用,5,1
玩具飞机?? ，质量不错，外甥喜欢，买的生日礼物,5,1
飞的高度能有效调节噪音不大孩子非常喜欢这款玩具赞?,5,1
很好的东东，经常在京东购物，质量有保证，物流也很给力，会继续购买的！,5,1
不错的,5,1
0000,5,1
不好,1,0
小孩很喜欢，质量不错，价格比实体店优惠多了，满意,5,1
买华为手环送的，没啥可评价的，也用不上,5,1
还行，现在还行！还行，现在还行！,5,1
东西收到了，很棒，拍摄的挺清晰的，一点也不比贵的差，物超所值,5,1
遥控飞机质量很好，孩子爱不释手！,5,1
收到，包装仔细，做工精细，质量很好，操作简单，孩子很喜欢玩。,5,1
产品很不错！物流也很快！,5,1
摇控飞机收到了质量很好电池耐用孩子很喜欢,5,1
是个赠品,5,1
画面很糊 不知道是不是就我的设备这样,2,0
无用无用无用无用无用无用无用无用无用无用无用无用无用无用,5,1
无人机大侄子很喜欢，操控简单，价格实惠，质量杠杠滴，喜欢的可以购买噢,5,1
没用，一点用没有,5,1
还行 凑合用用,5,1
质量很好，飞得稳，孩子很喜欢，简单容易操作，小孩一学就会，待机时间也长，很满意。,5,1
续航时间长，稳，喜欢满意 操作也简单，蛮好的,5,1
物流很快，客服态度我很认真，许多操作的问题都一一解答了，孩子跟喜欢。,5,1
送的,5,1
电池耐用，特别好用，满意,5,1
还没用，不会，没弄明白,5,1
小东西是赠品，没怎么使用，饭后娱乐玩一玩还是可以的。,5,1
买东西送的，被我送人了，自己没用，就不作评价了,5,1
电池质量不错，没用，续航能力强,5,1
很好用，也很方便，看着样子不错，今后还会购买,5,1
续航能力不错，这个价格可以买到超值，赞一个,5,1
飞机挺大的，容易操控，能飞的挺高，电池很耐用，两块换着用，能省很多电池了。,5,1
真不错这个玩具，孩子爱玩大人也玩的不亦乐乎呢，出去旅游啥的都可以拿着，真不错，质量还好，喜欢,5,1
赠品，质量做工都很好。值得购买。,5,1
商品挺好的，物流也很快，商家服务态度好,5,1
好玩，容易操控。孩子一学就会，电池耐用，质量很好,5,1
????好评好评！！,5,1
非常好，很喜欢这个商品，之后还会来购买的，很愉快的一次购物！！！,5,1
飞机质量特别好，也抗摔，我孩子特别喜欢玩，就是买少了，两个孩子老是抢，以后还会来买的,5,1
玩具质量很好 快递给力 卖家包装很好 不错,5,1
物流快包装好,5,1
送的，反正我不用这东西，巴不得她送我别的。,5,1
挺好的，孩子玩的很开心，到货速度也快,5,1
一如既往的支持京东自营，京东自营售后有保障，退货换货方便，产品质量有保证,5,1
赠品还没用！,5,1
买了给朋友家小孩做生日礼物的，朋友告诉我说小朋友可喜欢玩了还很耐摔！送礼绝佳,5,1
真的很不错， 这个价位的东西已经非常不错了,5,1
物流快，价格优惠，性价比高,5,1
谢谢老板送的电池,5,1
简简单单 能用！,5,1
多给一块电池,5,1
没什么用，调不好，看不清楚，重影厉害，只好闲置了。,1,0
续航能力不错。,5,1
这个东西好像不太实用，准备送给小朋友玩。,5,1
赠品,5,1
续航能力不错不错,5,1
垃圾东西，看都看不清楚，拿来@评分。,1,0
质量不错，儿子很喜欢，操控性很好,5,1
电池耐用，很好玩的样子，宝贝很喜欢,5,1
千万，千万，千万。不要买。根本没有资源，厂家都倒闭了，软件已经停了。,5,1
飞机质量不错，操作简单，孩子爱玩，还送了电池，电池也耐用。,5,1
很不错，物美价廉，京东还是值得信赖的！,5,1
带上去很晕啊，就是个赠品。,5,1
不怎么样一般一般,2,0
物流很快，卖家服务态度好，包装精美，操作简单，小孩玩的很开心,5,1
这价格也就这样吧，清晰度一般般，想体验一下可以考虑，不要抱太高期望,3,0
买的是体感遥控套装，结果没有遥控，联系客服到现在不给解决，对这样不负责任的商家我只想说再见,1,0
很好玩,5,1
玩具收到了，拿回来就打开了，邻居家的小宝看到儿子在玩也想要呢,5,1
期待的模型到手了，飞行平稳，飞行时间久，操控简单，材质结实，超好玩,5,1
一般吧，不是很好用，毕竟是买手环的赠品,5,1
送的，感觉还可以吧，个人觉得很搭,5,1
不错哦,5,1
货已收到，非常好，物流也给力。会持续关注,5,1
还不错，挺好的，需要用3D电影才能看,5,1
很不错，时间长了会头晕，不能看长,5,1
小孩玩得爱不释手！很满意,5,1
这个是送的，我一直以为这个不清楚，直到后来我带上眼镜才发现，是我近视,5,1
送的听不错的,5,1
这个是买手表送的，不多说，当体验一下，快递够快,5,1
还没用,5,1
送的礼物有点小味道，还没有用。,5,1
